col1,col2,Phone_Service,Tech_Insurance,churn
65.64643655814007,28.90449735595568,0,1,0
23.802548959102555,34.14702790591745,1,1,0
58.21902504375224,18.944323454960575,0,0,0
50.870470682381715,31.178072790542828,1,1,0
47.009926495341325,33.85432596943483,1,1,0
50.91760776535502,22.607068771100792,0,1,1
30.124310853991073,35.71877021603464,1,1,0
47.80328112162488,31.69248203747207,1,1,0
53.57112571511746,27.923560430495993,1,1,0
64.77894044741517,33.163909330531425,0,0,1
44.81729781726352,41.35346428902198,1,1,1
41.91506397106812,30.909331275292477,0,1,1
44.982429564154636,31.24110293150168,0,1,1
59.15402117702074,27.70319550229878,1,1,0
53.287511096596845,25.75077815267604,0,1,0
44.70239796232961,34.15167908272123,1,0,1
55.13267433113356,25.719580870455665,0,1,1
50.9707754934804,30.357831186096963,1,0,1
59.68644990532889,27.611712766174417,0,0,1
42.979469061226474,32.39489912873196,1,1,1
46.723378534022316,31.66831052643474,1,1,1
46.078918468678424,35.1876997212895,0,0,0
35.364850518678814,27.449918005726264,0,1,0
52.96120277064576,28.650625323533145,0,1,0
52.610552721798896,25.106181421088465,1,0,1
50.05113456642461,27.77853369961944,0,1,1
47.65412866624853,31.88650246522426,1,1,0
35.84629257949586,33.78494308322676,1,1,0
45.79354677234641,25.389173379111874,0,0,0
46.572854834732304,34.3480296005283,1,1,1
41.97722730778381,36.778189294024756,1,1,1
48.387142883339905,32.067174516118506,0,1,0
54.040508568145384,39.38397906279033,0,0,0
68.8618590121053,26.131054004482134,0,1,1
51.74577812831839,23.776726483442914,1,0,1
52.57550390722764,21.106398755478608,1,1,0
49.25554084233833,37.480221557445915,1,0,0
30.812287847009586,33.27182828177029,1,1,0
49.73486124550783,29.722076645447725,1,1,1
50.60230209941027,31.399843131599102,1,1,0
74.63242112485287,24.372554763508116,1,0,1
48.076390352188774,42.228759898084135,0,1,1
53.015473423336125,30.646105909876137,0,1,0
49.65288230294757,30.546973973024464,0,1,0
38.31321962380468,33.62883311949346,0,1,0
61.42822814515021,32.40504615868357,1,1,1
57.519330326867745,31.119420121395656,1,1,0
57.910319470430466,26.04762772277344,0,1,1
40.906125452052606,32.35734178567998,0,1,0
64.02794310936099,39.41012248237517,1,1,1
35.98148937207719,36.72710023077489,1,1,0
55.868570938002705,37.965933133196984,0,1,0
71.90455625809979,27.443921617844076,1,0,1
40.09463674869312,25.051975898707095,0,1,1
44.33702270397228,29.37106539950176,0,1,0
50.99651365087641,30.278624561443472,1,1,1
44.96524345883801,35.47095759235474,1,0,0
34.493365689338674,21.537676851425903,0,1,0
50.68562974806027,37.64775159730307,1,1,1
39.37696286273895,29.209960507105052,1,1,0
54.73592430635182,27.8655946502629,1,0,0
40.80575765766197,24.93947812369916,1,1,1
65.4993440501754,21.725716640671152,1,1,0
42.16746707663763,34.11585291980957,1,1,1
46.77938483794324,30.36658983594202,1,1,0
58.135172173696695,23.55019550129473,0,1,0
37.69135683566045,23.52460613968192,0,1,0
52.27459934604129,28.32107650354936,0,0,1
63.07142754282428,38.34510762644696,1,1,1
33.92516765438772,28.702043243181976,0,1,0
51.84633858532304,22.48428523440947,1,0,1
52.598827942484235,28.77128467957028,1,0,1
57.8182287177731,28.636382151261646,0,1,0
37.63049289121918,16.515566785292144,1,1,1
36.795433869157236,29.72852566741094,1,1,1
55.21941565616898,28.84532734895661,1,1,1
52.96984673233186,33.48103182406709,0,1,0
52.504928503458764,39.244780474726724,1,1,1
53.46448209496975,35.632825147738785,1,0,1
43.19975278421509,28.655556547225846,1,1,0
52.322536971610035,24.467370456291647,1,1,1
52.93072473298681,42.8667990162493,1,0,1
42.85648581973632,30.29609217007244,1,0,0
68.65774511144757,30.06964645956473,1,1,1
54.73832920911788,29.879374564449982,1,1,1
38.08696502797351,30.990423803839274,0,1,0
56.5655360863383,29.278197940380288,1,1,1
40.253183297726785,27.131689965598817,1,1,0
57.87084603742452,27.26570529379804,1,1,1
61.58595579007404,29.836233648920008,0,1,1
41.7931768164829,27.282876144331176,1,1,0
59.63376129244322,26.435771086614178,0,0,0
54.12780926936498,30.532151138459483,1,1,0
58.2206015999449,28.725113912895722,0,1,0
68.96792982653947,37.51996494291345,1,1,1
47.54611883997129,16.74515095803494,1,1,0
42.4626383564251,35.45753425961231,0,1,0
41.10485570374477,36.23042596248815,1,0,0
41.841897150345616,19.63304883795925,1,1,0
49.228982905858956,28.286562029598258,1,1,1
53.41151974816644,28.142795670021044,1,0,1
52.766907993300194,22.962441526410892,1,0,1
58.27183249036024,26.110916562045624,1,1,0
50.13001891877907,24.447120772670857,1,0,0
64.53534077157317,38.761352217118116,1,1,0
47.35343166762044,34.678391965737305,0,0,0
77.20169166589619,36.35777547497079,1,1,0
56.25667347765006,33.60836032021618,1,0,1
41.42842443583717,24.354741143913856,1,1,1
39.29107501938888,27.37739866860113,1,1,0
54.824724152431855,32.44687280613959,1,1,0
47.76537214674149,23.889360955540273,1,0,1
57.14000494092092,33.56499215086194,0,1,1
54.73237624573545,28.798373009209325,1,1,0
49.271710873431275,28.125895962252013,0,1,0
41.532062819315954,33.554799841017456,0,0,0
34.851527753141355,32.2213165574302,0,0,1
45.53485047932979,28.1951691709046,0,1,0
58.56398794323472,35.79664901682124,1,1,0
52.14093744130204,24.594683362000513,0,1,1
37.542612212880115,33.07967803472132,1,1,0
51.73180925851182,32.96550628984192,0,1,0
53.85317379728837,28.452267803430047,0,0,1
41.16142563798867,31.63066511121059,0,1,1
51.53725105945528,23.744432118073483,0,0,1
50.58208718446,34.6201350960345,1,1,0
38.57029702169377,29.075489317785056,1,1,0
53.577873603482836,27.386384897404803,1,1,1
55.60784526368234,35.245046129184445,1,0,0
60.830512431752766,26.478281547286205,0,0,0
60.53802052034903,22.957693518182204,1,0,1
36.22330632042909,22.216854132380483,1,0,1
40.62174960084877,33.0300497567282,1,0,1
55.1503526720866,23.597853237518585,0,1,1
55.13785950912209,38.77397090992182,0,0,1
55.150476863060476,19.59035296058139,0,0,1
88.52731490654722,38.48228184145019,0,1,1
55.70890510693167,31.05508733601309,1,1,0
61.35565640180599,29.516434440648037,1,1,1
59.54001763493203,27.275404565955252,1,0,0
56.51391251305798,31.995680571760353,1,1,0
46.84730755359654,29.81182648787576,1,0,1
57.589692204932675,35.516509410082605,1,0,0
42.27174785462428,30.571138243310198,1,1,0
47.63181393259991,30.75150880730939,0,0,0
45.14636452170897,28.18193893893072,0,1,0
50.81874139386323,29.715271881394663,0,1,1
73.14658566673509,31.539008844460295,1,1,1
31.32734807408252,21.449158036716874,1,1,0
56.86260190374514,23.259072889471433,0,0,0
33.87284128810349,33.71632047011357,1,1,1
45.280681342105666,30.854327190639708,0,1,1
60.889505969673664,29.080083318236603,1,1,1
50.64280019095463,30.092169665326967,0,1,0
39.22255222070694,31.737908526808354,0,0,0
42.84696290740032,27.301201598453193,1,1,1
56.79597748934676,26.108476372988438,0,0,1
42.69633368282864,30.979226275488408,0,1,0
52.16458589581975,25.10813611192484,0,1,1
50.45571839903814,32.04126377857236,1,0,1
43.483996523941826,21.4870819788108,1,1,1
71.43944089325325,35.14577818662822,0,0,1
56.33919022318011,32.362987412065216,1,1,0
29.74857413342393,31.28014867156938,1,1,0
51.86454314769428,34.91345491972757,0,1,0
43.38213535231612,38.32737222231288,1,1,1
58.52433334796224,35.07185032509065,0,1,1
42.07479261567299,20.795628843341774,0,0,1
48.85263558533101,23.602115166321493,1,0,1
55.049872789804574,26.875907111521606,0,0,0
58.657551941701215,30.13045525105417,1,0,0
37.997035929442234,32.58829510234561,1,1,1
46.654987641590516,26.371280934232672,0,1,1
45.25054688839044,30.93383382238539,1,1,1
43.46670767426288,26.22308533823339,0,0,1
67.65454240281096,26.942410985040258,1,1,1
54.049817109609556,22.96669451575889,1,1,1
37.391160456649544,25.38383376944548,1,0,0
59.17861947054776,23.24157697191833,1,1,1
71.22156197012633,25.120633735113337,0,1,1
60.32465260551147,35.2682089830392,1,0,1
34.80630034045987,25.253005555840286,1,1,0
45.15765927133749,43.161910324186955,1,1,0
62.669111491866225,32.466589504404446,1,0,0
42.92330534381219,30.92418061847437,1,1,1
54.43819428146229,25.708211099093933,0,1,0
57.74634053429337,33.501549397044954,0,1,1
40.730695284219166,27.12181086881113,1,1,0
49.404746439382,30.610049073226808,1,1,1
17.58732659930927,42.800422691343975,1,1,0
39.756123586657104,29.51970050137675,1,1,0
47.4743184860684,35.74636663142838,0,0,1
37.52216818035151,26.48411787437056,0,1,0
66.32411303931636,29.82505754751519,1,1,1
35.69858622039367,38.85400317817755,0,1,0
45.599555133030165,26.865164711061162,1,0,1
51.30740577286091,39.062242789984644,1,1,0
64.41273289066116,33.538759677277376,1,0,1
35.6413784882056,27.18766612052866,0,0,0
61.63163752154959,33.1620386952776,1,0,0
50.10233061019587,34.86277224813365,1,1,0
40.18491348952049,33.10904981108598,1,1,0
54.62103474263271,22.148876400547717,0,1,1
51.9905969557347,26.364314120875658,1,0,1
43.99783122841205,28.762406822242475,1,1,0
50.69802084990019,29.62783285449977,0,1,0
46.1468640313824,33.10336048775339,0,1,0
51.13517345251248,30.888505004666268,0,0,1
56.62130674521047,23.323278206449494,1,1,1
65.86016816145352,31.900989255029817,1,1,1
37.62184501173151,33.05292872641912,1,1,1
71.33033374656267,32.7989522396552,0,0,1
30.479122004774982,35.40390362777311,0,0,1
48.482149049644164,34.16961077274452,1,1,0
55.883172064845766,32.29590039614219,1,1,1
52.809918677350325,29.649171442706766,1,1,0
43.77300480179406,21.69519533242004,0,1,0
47.918777496427246,32.14809109566293,1,0,1
45.06999065341167,31.038438435815557,1,1,1
44.106352430557884,31.357894185976868,1,1,0
58.496020970210246,23.616257120898453,1,1,0
53.57015485965047,24.594717297958688,1,1,0
43.070904047393455,35.26576426666452,1,1,1
58.995998754332504,29.802224230716725,0,0,1
53.072995208766095,33.40750348686312,0,1,0
58.1286211883896,30.141591880652307,1,0,1
56.29628841923612,30.148780697478728,1,1,0
41.710049890779274,34.69141902987999,0,1,0
44.39818959803031,27.41977635891313,0,1,0
57.472936051232615,30.480603884704916,0,1,0
56.10370265433465,27.688623556474788,1,1,1
49.79098406035852,27.82751886283842,0,1,1
51.17327383308782,28.454139382656802,0,1,0
62.77664895788425,31.110668858168566,0,0,0
44.0842861116417,27.606256891682612,0,1,0
55.470973811700375,36.278780627867604,0,1,0
47.97807347566106,25.52696348890248,1,1,1
47.8231879677278,29.065641779193204,0,1,0
60.9877685198719,27.801344708629124,1,1,1
58.2541634898803,37.23488942176866,0,0,0
58.135096360006386,30.982773882557872,1,1,1
63.05478807154329,35.159222697343175,1,0,0
50.21003841632759,22.57219813481514,1,0,1
56.81952971294964,31.335251329346296,1,0,1
46.89733243406544,34.44815397811718,0,1,1
53.24166352488442,30.41141994637712,0,1,0
48.698569456323156,35.32740187532676,1,0,1
50.96995964992718,27.41355774949814,1,1,1
55.95157025436914,37.0467372009279,1,1,1
41.81779316766527,41.49449061809625,1,0,1
70.9238727568546,28.185807197801704,1,1,1
39.93982618500298,27.77248739299614,1,1,1
37.85811387212268,37.2669223855885,0,1,1
61.581108735000676,37.89786072865356,1,1,1
57.91662693962936,27.385699864233658,1,1,0
56.24119817052155,27.899065914520712,0,1,0
56.2834550926428,28.591076955697464,1,1,0
49.87753227153085,23.277747444828613,0,1,0
41.02745628514168,25.40674026757901,1,0,0
50.75804558193726,24.97929616623966,0,1,0
43.22838288487888,26.161012174479357,1,1,0
59.75119733417751,29.826575563066093,1,0,1
48.52942618497861,31.171073662682602,0,0,1
41.745028032074885,37.75250246407038,1,1,0
46.78614158347007,25.008229796306047,1,1,1
54.12931454275624,34.92161199238292,1,1,0
44.36275447196025,28.930055778872454,0,1,1
41.77779604433569,29.752681451737836,0,0,1
52.436872114919126,33.37409746083302,0,1,1
52.44966571108723,24.386389892188507,1,0,0
44.9305682462887,31.912048730920255,1,1,1
45.289616943816775,30.83226104106528,1,1,0
52.32049937357636,32.462256320040744,1,1,1
35.51915658502676,31.44584321953909,1,1,1
35.92536225623445,42.276500699554475,1,1,0
42.81555778747564,26.81130007874342,0,1,0
47.86552848288153,27.345015224990913,1,1,1
53.10907565598005,26.88429736787618,0,1,1
64.75356216949552,27.222614404198726,1,1,1
58.576596232020194,26.81306436346741,1,1,1
48.40061470036573,35.94508265553776,1,1,0
49.80983792097311,37.102521239949276,0,1,0
39.97470635362191,27.14626853125262,0,0,0
49.8148686400761,25.838222134478855,0,1,0
47.11341361079862,32.35707778193202,0,1,0
53.227185603380896,27.238884778595143,0,0,0
41.727690564476774,33.164659088777555,1,0,0
55.193465142411725,31.0146151042565,1,0,0
65.32738913002578,22.42127942501384,0,1,0
48.91239851543143,37.737526006650306,0,1,0
54.01711722098941,38.97938836547761,1,1,0
56.90143991711113,26.93605654757807,1,1,1
45.987795281141636,28.061492200320078,1,1,1
52.24092481810417,31.429326953624525,1,1,1
50.12592400781795,31.672283949935125,1,1,0
50.97676098548832,33.29272136336415,1,1,0
42.26990216144534,40.05102269383175,1,1,0
50.245101742589426,29.11526386252975,0,1,0
54.979982912454496,26.00851377730773,1,0,1
64.51143607795042,23.103403859927365,0,1,0
59.59270826085207,26.345349800290403,1,1,1
71.53182457511556,29.834365135631014,0,1,1
42.326524371119504,38.97278931758894,1,0,0
58.723206367206785,27.411943504819142,1,0,0
51.83342005738352,31.118939758194493,1,1,1
71.89802933217672,29.91788551963624,1,0,0
41.91701714644849,35.94196636724042,0,1,0
41.602781578192236,42.63466212936811,0,0,0
44.00607354555978,27.345656135398396,1,1,0
28.76104275690193,27.55280278740889,0,1,0
44.74244978319239,35.22080438534536,1,1,0
42.40867338446302,33.409457448131555,0,1,0
51.50393786476208,39.23353662868017,1,0,0
53.41755975777159,32.91964092662982,1,0,1
68.76170839215887,28.203539546064704,1,1,1
59.5042383818605,32.95327415346155,0,1,1
44.23096344337597,35.54351790291454,1,1,0
41.01585328651642,34.10241090598682,1,1,0
54.919191715065054,32.53637015553649,1,1,1
36.797667929793576,35.33337344794577,1,1,0
68.31458765854353,35.84647795222836,1,1,1
61.79440120721287,36.91079495518763,0,0,1
45.30824347895295,33.24354943794821,1,1,1
32.868654709091224,29.164409598415727,0,1,0
63.538723741654124,30.733568432166614,0,1,1
48.85460154747382,36.03254483254179,0,0,1
62.378163119734616,25.91532164506382,0,1,1
34.05572341205633,31.843366544364507,0,1,0
44.00624977046227,28.033305938363196,0,1,0
50.05243699718183,30.143724114674086,1,1,0
50.46980593764742,36.39225931303649,1,1,1
45.49934528520756,30.955495340099517,1,1,0
56.228499323474985,30.232182740780743,1,0,0
39.32379570617405,23.200719295100406,0,1,0
48.576205149787064,33.731267830136105,1,0,1
51.20295631711899,33.22742090570538,1,1,0
55.14438834058749,40.8162736165273,0,1,1
57.1161487808889,28.461108825234994,1,0,1
38.75357908162131,31.095751638319694,0,1,0
34.65885829264378,31.246918418553776,1,0,0
62.77676821898509,37.887266398817374,1,1,1
53.323140119795916,29.523522338065238,0,1,1
42.51513463443446,31.395107628851697,0,1,0
65.51151975522524,33.0394825485827,1,0,1
51.156746342928585,30.93304561578179,1,1,1
61.792971840638266,27.767831927247357,0,1,1
50.67518481410109,30.97044996449154,1,1,1
70.60747924881987,35.36815874929886,0,1,0
67.55340842443204,24.8674235029447,1,0,0
47.51035851520926,30.66484837073438,1,1,1
59.71570950954356,26.499395925304135,0,0,1
56.45375949585147,35.97523314462421,0,1,1
63.68631557532349,22.384065476081126,0,1,0
40.35076539419896,27.205390763642058,0,0,1
56.86051459998439,31.886059375322603,0,0,1
60.58424486849588,37.827620146171704,1,0,1
32.41260513576886,29.67124869463506,0,1,0
38.16741487334225,27.22400236653401,1,1,0
29.607678222398995,39.40578534720295,1,1,0
47.305931655554424,22.75993049791878,1,0,1
57.17542255795962,19.00597021689959,1,0,1
65.02357052096028,32.200072250266665,0,1,0
50.74094780419775,27.489728878236946,1,0,1
66.28615545571292,24.893835914346433,1,1,1
36.198985417851084,33.541782236496765,1,1,1
32.96617560644845,31.219003568855996,0,1,1
49.44452301103381,27.179606846316357,1,1,0
53.840654489393074,23.59847800664553,1,1,0
49.67305251905907,34.36228664140072,0,0,0
29.325578999601234,33.251005889793305,0,0,1
49.10879960487212,29.504120681103085,1,0,1
36.95530499495147,39.23318498023833,1,1,0
56.69672548830039,24.649576168369236,1,0,1
53.66598246096848,22.372374145376305,1,1,1
40.60120213672645,26.540459650593778,0,1,0
44.861330826633065,29.77206991822251,1,1,1
39.40786478111048,31.21669724661346,1,1,1
49.37320902726828,28.79381971071835,0,0,1
59.551423205012384,31.760276982571483,0,1,1
40.14273953664456,23.74230287904778,1,1,1
55.040465155178445,37.2188230203663,0,0,0
44.69742381627559,29.589244108037157,1,0,1
42.07127167737656,35.58647915794064,0,1,0
48.929696400454425,31.71362673188852,0,1,0
39.64757677580626,32.28376609576892,0,1,0
44.46350694652818,32.84883640116102,1,1,1
38.021221074111516,32.23854280008658,1,1,0
69.6472513291639,33.21361379933772,1,1,1
50.35263551971729,36.64576265066216,1,1,1
43.00274492007414,30.98260584850735,0,1,1
52.13979910734222,33.54501878794256,1,1,1
48.8767195030917,29.551321528563868,1,1,1
47.79030400466777,37.200586077247365,1,1,0
56.14166700043425,26.61803848970365,0,1,1
57.57507710047305,39.004702164554075,1,1,1
44.69498852389472,29.799210246778284,0,1,0
44.2418175935532,22.84612448940976,0,1,1
47.24948302848356,30.640522074553946,1,1,1
26.98078835264415,26.594741712625595,1,1,0
34.84808937801448,34.20321774494362,0,0,0
63.66874267444525,26.736880103488044,0,1,0
66.44967713501283,27.769082833926102,1,0,1
47.50963960443622,20.552296345272346,1,1,1
55.765569630557664,27.738468403754617,1,1,0
53.112501545435364,17.88060336685522,1,1,1
80.78880808455239,22.080485882571384,1,1,1
61.195749114345766,33.80207328072149,0,1,1
48.72082408519233,33.92900079325416,1,1,0
40.44459559399574,32.12728780892483,1,1,0
33.93553679742428,25.165119284353935,0,1,0
52.03463635867223,29.7614432192901,1,0,1
42.436492547156966,29.981987304547157,0,0,0
35.77746290402326,24.208176554037287,1,1,1
43.534271157574736,37.51699150883575,1,1,1
39.18451996385605,34.386811452878355,1,0,1
66.87141635072564,28.89517913085168,1,0,0
58.816397569494505,30.134429194972654,1,0,1
49.92027358683383,31.04191403973776,1,1,0
64.79944138890026,19.791325657878545,1,1,1
50.77368307647618,28.764113087397014,0,1,1
41.38715798671736,26.590078760011007,1,0,0
65.23124077269657,24.991899950525422,0,1,0
55.38910043684659,28.594498535570224,1,0,0
39.62753845673544,38.988432634247616,1,0,0
48.09661321916392,33.20421430633505,1,1,0
41.24381746615243,27.144105051086015,0,0,0
36.172002690356635,32.86291390678079,0,0,0
