id,tenure,f2,f3,f4,f5,design
38,9,61.04928218450149,0,45.64013429419434,10.911203023283267,37.19572657474438
39,2,56.3424029626429,1,91.13665656192403,-2.8646562069217207,58.207427088392635
40,20,80.6109521437826,1,30.497985702653096,8.072308800160444,39.224198339693245
41,15,36.81429839241888,0,52.83662532548611,16.652192816345416,45.78067671959549
42,7,57.20387242038197,0,70.06654527785287,19.99658603124902,32.40494013597767
43,12,53.158909071523155,1,79.85070579171385,13.590492741258418,58.011343037635356
44,8,50.592812840531955,0,46.475333986671075,17.83797210439484,42.19572673708794
45,15,59.10512218494668,0,84.36705008685226,4.111072292538234,60.5791178386762
46,3,49.7027464231261,0,77.12285639022436,6.59869206403046,35.230101824696106
47,14,30.636237900153997,1,7.55736180733472,1.602703589991048,23.944627279077096
48,17,41.526424718873564,1,5.540265374058662,6.974684620040483,21.470795215021926
49,4,63.64433447320319,1,62.45976275778703,13.809594932178332,29.766084798132155
50,18,61.720289038044,1,35.39392741431601,11.063278811915096,44.692517312508684
51,8,46.26880810349637,1,21.703948316772905,14.33924518331591,31.856206340153275
52,4,55.03597064144817,1,58.3853435127021,5.3174299125163165,29.53877117404462
53,2,77.83938046489837,1,34.81475783519796,5.622374865940667,34.07088460355942
54,6,49.68813201833156,0,54.18907825469294,11.023051047624564,44.5562133127644
55,10,49.88416680218006,0,46.55179673937363,6.986760973473423,42.7483586234712
56,4,51.90598705114523,0,58.891844488966214,16.509245840800475,43.118240461613155
57,18,56.06975709568625,0,40.629748402117855,6.862905578112615,26.22958638049685
58,12,46.510988172272484,0,70.06908979599625,7.523053785343766,49.97754738603207
59,2,56.061293630990846,0,18.826659962580553,12.094197069342435,21.65240321936068
60,10,30.557704062504,0,69.95364515648082,8.053559041362536,47.0722865186856
61,4,53.36398763786252,1,41.754460221395284,3.8252780323129336,33.35538890829974
62,14,50.506298109151665,1,87.55744288058729,4.503220875839556,54.72482872262092
63,16,47.82543023095976,0,52.00836943155688,12.688829792034777,44.57295306586089
64,15,45.247426515995244,0,97.33792457774032,3.2064424271896987,57.62508827893639
65,8,43.90626624115586,1,60.59160415855506,16.985822137744055,39.59650851219349
66,14,41.86478903039976,0,23.161057524725738,6.548003578491251,24.861260820326436
67,8,26.819317518121714,0,82.35727304760047,13.081079084840304,37.27972776674172
68,16,47.31981648157127,1,35.16318015441629,6.847936879851829,37.068502726937126
69,13,60.96329789541089,0,35.41430223378567,5.423793100018174,31.828228874243603
70,18,46.645889759291606,1,4.148663467031348,11.23051841145091,21.684684008467187
71,15,56.351125509019795,0,55.32281561153346,15.2589173350795,45.33422113868701
72,13,39.197991299595145,1,53.90792686951978,8.763161245699477,28.17668078989975
73,9,36.9430244595891,1,36.243156942926625,9.672613231212699,19.77912315070435
74,15,42.49238156932327,1,89.52750902669665,14.037086805414004,53.0107870414973
75,13,39.74500130279844,0,13.746091431664746,14.202636251257783,25.220254244723865
76,1,38.169603886649476,1,33.679851817705384,9.807541399901295,28.026052857657856
77,7,54.49774038488734,0,32.83669370332287,7.782600537573556,22.57765307892708
78,9,67.78924343885961,0,10.136768036645863,10.413279797225158,28.295713324494344
79,1,43.33056625043487,0,48.633394011573024,9.045442543058286,30.3941227631345
80,12,33.081817437496966,0,69.09068699251222,11.56487075908426,38.83685205902189
81,8,56.5679733116398,1,51.65404434117886,4.028647865771236,35.43245311850265
82,11,35.64099180625968,1,16.540790588903178,11.385907896793734,25.95380125701404
83,19,38.16734378545581,0,38.35131055896519,6.408482919146257,36.8440219061051
84,17,54.94995654191695,0,1.2569074139810095,14.529438057452515,23.244286887752395
85,8,48.34690385446437,1,86.9618095965231,6.637660753147423,52.37158330354161
86,3,43.1282482466749,0,9.367183760387512,6.724451164045339,21.513012036570956
87,3,50.68351251103829,1,60.13053014328762,12.226994122058702,37.90341672250609
88,1,45.90591169428443,0,98.6394425908147,10.071059444080985,52.408553807453956
89,5,68.89547656126584,0,54.12247395274592,21.38325813199419,46.618938594040564
90,10,43.24195265778603,1,92.48013415163588,1.8534869472287383,51.68251107089577
91,7,40.86587462677585,0,24.37553677862303,10.549264734773722,27.514092613207787
92,9,45.44966826012434,1,76.23558548482097,15.648247424861852,44.265645442587555
93,7,45.872383868098936,0,53.59530964337987,7.108430385363496,35.03326392391282
94,9,55.95643651804321,0,72.33109007775502,5.447210776300599,47.10347455071247
95,8,30.084622134685862,0,7.1717948886129035,5.645676761768358,18.462006647316162
96,12,54.26025866834002,1,15.626170098716443,1.9401941017495776,31.773429585909927
97,2,44.587145583600325,0,14.178575930160347,16.748523136553477,19.07158580647808
98,1,57.76823004425603,0,69.02938503492977,8.351913290967959,35.1662154662054
99,16,49.52356288842956,0,84.59962659072924,7.7598643009988475,57.9017946816473
100,5,55.1869445771778,0,75.21200696885015,-0.6204903716508685,58.89140257370417
101,3,46.08598187918168,1,4.016743120625822,2.8314571376905757,15.567237779423417
102,12,54.38022597421675,1,86.8542831263976,17.32694877759547,45.77392024950449
103,8,66.63769789448251,0,36.06052040851942,11.515528330502894,35.60001218965853
104,3,42.607635685448926,1,40.319219417904165,15.83250414962553,28.834151888332258
105,1,48.92805524838874,0,11.38204748671561,15.19996219914915,17.402885827552044
106,3,45.13782714246876,0,74.00311540328809,4.9968985971352975,47.855861089694656
107,5,65.92981794259464,0,19.046103969119848,22.149238643269843,33.19577910784549
108,15,45.66058400989948,1,56.8325441098648,19.748662978006145,45.483063171931235
109,14,42.67307798696156,1,84.23028860191518,7.1811677893848245,51.261440614803035
110,3,44.217230860358626,1,9.831228542493562,-7.841026496799412,22.604331510917298
111,1,48.64282617681768,1,53.99822083753683,8.217339550279616,27.058705364307066
112,5,42.06494982327389,1,24.08842474343032,11.191481310607243,19.668079258356936
113,14,46.31550010913303,1,34.949759563547765,7.161404826121546,29.91986495423707
114,7,51.57201855097078,1,47.92302420162506,8.892389516576415,35.52886015118451
115,9,48.84526590076267,1,36.155326024651174,5.856709818311027,33.96485690244719
116,15,58.31708576975847,1,65.23346118886603,14.608173591769237,46.95323688781169
117,15,46.80644922185222,0,48.47862807367077,10.318166201842775,34.722562101327384
118,10,47.953834945224116,1,58.83574898670276,14.75757031471477,45.69931800720658
119,13,52.71061748742263,1,73.94542506409637,16.111016731039683,48.1430099120996
120,19,72.44806606010563,1,56.216484329093305,-0.8716178204332348,49.68685154801362
121,7,42.12398089641128,1,59.06700803141515,6.147388945829485,41.006938119227854
122,17,69.23624412145278,1,56.88139570974148,6.879853531797282,47.99419514780189
123,20,38.164268320554626,1,38.49848996917765,22.856861798443916,35.94860812550343
124,4,52.289704322304374,1,34.40723655331989,10.74502683450162,34.073202587967984
125,5,46.60613706821803,1,90.06509231735622,14.06280298181532,51.304111713437976
126,7,41.84729063478076,1,61.14796700706371,0.5965411536274434,43.34262985873408
127,13,56.99092381859989,1,25.1909623910008,10.716077262487607,33.39790694171224
128,15,55.99896633711006,1,50.32652208704508,14.891464910581288,51.61483982317463
129,11,45.18751866176494,0,33.70449964681048,14.30982542530078,33.066370680422835
130,4,29.06205995964937,0,93.43549055222758,13.116997194581758,51.37647456357477
131,13,45.79952535372484,1,1.7459019502733992,10.065002532475628,24.566549420836168
132,7,51.39204110956816,1,23.307946973540297,10.307843103127254,26.1196758110806
133,19,50.01813611194676,0,37.17032514773171,1.533669126451052,34.182491797834835
134,2,57.559352817916526,1,49.293170280065056,5.497335574064282,32.558410769992044
135,10,69.33542629429991,0,85.23093426577847,11.154719781940818,53.63692433765893
136,13,54.138748372508076,0,9.700874829474243,6.420120965368972,19.456444765307726
137,6,55.67768367757625,0,80.7806237873732,13.444191235163924,51.03681209647395
138,12,51.481817313791495,0,6.509695446340558,12.333912751324313,18.752658901049102
139,12,61.724357823922425,0,84.38908949451998,16.83685127360997,56.07477146860171
140,20,55.3140001096033,1,6.111912309576771,14.791269130762855,25.414192727198184
141,11,57.49105676964324,0,2.8060056614077435,11.13630704567284,20.912506152029167
142,7,68.08956829020163,1,69.99918477427573,13.73990217030958,50.5978708068949
143,1,52.2698430121935,1,99.72829794207104,15.025510811498279,50.83579215732438
144,1,47.29037737832261,0,89.76441603442805,7.462813570460089,52.058297119119615
145,20,54.46289348001918,0,58.02384336276034,8.35334500840099,54.93865537430274
146,13,61.36242317119263,1,91.82216569546763,9.515869813032946,59.916896327184375
147,9,55.01426757026081,0,1.5247006333629363,7.622347279178253,15.202255341034995
148,3,60.606385788214105,0,97.53164913156911,15.078434725317422,52.55884675357149
149,7,43.31025172683315,1,49.58412914661966,6.863447291613479,33.45438750008891
150,6,41.319157745955124,1,72.56671356555579,16.258257356999124,40.016065490065515
151,8,44.54962384652909,0,82.26528584218191,8.165134005598087,43.860137558128336
152,9,37.32617698487665,1,72.12726981281881,12.36198321419679,44.288179706911315
153,5,51.10299578633421,0,53.96863647244614,10.832075743814443,36.202067087616314
154,1,45.69974614150084,0,48.185328928514785,5.120100958541666,32.86268521749638
155,19,62.302113536443784,0,84.01967331155986,9.900551352546048,64.50022909298914
156,10,37.087756378025304,1,21.30267845479645,11.668217657252987,22.456858487901844
157,12,65.54922676636602,1,96.83141258391919,9.67853656444751,54.61531036343933
158,15,40.18799664762451,1,71.38429540483808,3.2864672074685792,44.796855030192376
159,9,37.6176914885165,1,20.751185806493655,18.507146217630858,26.876138705883974
160,20,41.753486723489274,1,73.88847118615033,10.438497414308681,53.989937172742756
161,17,69.51280085735755,0,53.45416229493055,6.028487124182391,49.377423327511565
162,17,49.599148626269965,0,71.0157794688,18.10384011733637,46.702607896963485
163,20,55.29435511653803,0,77.01017064284105,13.086949048601626,58.62245237060752
164,12,48.161082622719796,0,9.641727779377868,3.999150017991954,27.373403026480435
165,7,49.09921366819793,1,51.104291679575354,4.7775262680006065,32.984451256019845
166,2,44.94119946765706,0,93.26941988343648,8.888026400560788,50.08815735919339
167,3,50.507439588552664,1,32.743577023791914,11.486534894249113,37.500928545637855
168,17,54.945998918817146,0,59.794426658231984,13.11399915731961,42.707599064739284
169,5,66.78305509822896,1,37.55381766947971,14.750892397642838,25.052704741219056
170,17,31.255311251404883,1,45.972529249690865,12.697862032000714,42.75459612248131
171,17,66.10820309392503,0,55.31170867587716,16.73372989320498,52.52934794765868
172,17,55.27960427026474,0,55.343276009008754,10.633965798402349,42.40839463976933
173,2,46.32237217346973,0,20.971315770693348,6.201803097608889,21.088041833630854
174,2,44.522765170406714,0,68.7725832401035,9.983245651705133,34.288911079177986
175,5,60.436756453687494,1,9.698943013023024,9.65509669827104,21.61168985899522
176,1,52.2897853818854,0,14.743652570760018,-2.89107714831246,25.684986681538092
177,1,34.65934881301072,0,1.2683790420186374,7.193165704521707,8.226197170618208
178,19,53.630696033373084,1,12.552910350026451,11.571018664752254,32.33281324061666
179,2,61.443715354746836,0,47.84345390413733,7.878922173941069,37.74474391955646
180,12,58.57864658788466,0,61.004086224528024,6.768953190885005,48.00644826179384
181,6,43.73142130461846,0,79.63465554667978,14.556880979022818,44.17860057666377
182,4,36.579926959466434,0,11.56322576123017,5.417270876122802,15.168154781717883
183,11,46.74026859018511,0,85.22201854162901,13.558113252354115,42.70299896233162
184,17,82.53985126087606,1,74.85147802932309,3.3362776460585764,54.81521440135392
185,6,34.55001051403002,0,41.443311000655775,23.80380967863092,35.304753793224606
186,5,41.57264903513078,0,93.36086864289551,8.921572365493713,46.51221629367299
187,20,53.92041889732596,0,99.10201816928166,8.383673553519719,59.52338277789333
188,2,48.754747524063156,0,21.29517919527049,15.715329514449595,25.469970301456446
189,6,47.9979510426893,0,38.54362991141624,7.906475795967755,33.03088363306983
190,11,70.24720998001007,1,92.7184929353814,17.274639041628333,62.78615541913608
191,16,41.46740057962023,0,72.43805852437644,11.857969152432632,42.4526008252226
192,16,49.85719452294905,1,5.761369752444681,9.408010497268855,35.796276552069415
193,1,52.019074418027955,1,78.36993369339008,8.874970483148124,38.873021490125375
194,9,41.95263314924504,0,82.9661478305717,16.037960852151308,49.84822233074803
195,6,35.59347261193183,0,75.29969055176603,11.152436073017515,42.445293263749846
196,16,52.693176542525386,0,80.15417596103205,12.161543655953851,47.66709810609266
197,3,68.13666575878908,0,82.68813499258692,12.705009363018144,49.35154003472634
198,20,54.045828951175245,1,19.454093692026266,10.664680926113455,31.407341271474902
199,4,50.90072586981661,0,24.333482860434977,12.599361131749918,21.663672258819965
200,19,50.82730435800479,0,63.74209780829755,9.408382886595048,52.84841810259422
